resId;en;ru
DocStr23353;Produce a {0} given the points of this {1}, depending on the value of {2};Produce a {0} given the points of this {1}, depending on the value of {2}
DocStr23354;Return the index of the first stroke point to get a handle;Return the index of the first stroke point to get a handle
DocStr23355;Return the index of the last stroke point to get a handle;Return the index of the last stroke point to get a handle
DocStr23356;This enumeration is used to control what kinds of parts are found, in calls to {0} and {1};This enumeration is used to control what kinds of parts are found, in calls to {0} and {1}
DocStr23357;Include no parts (not very useful);Include no parts (not very useful)
DocStr23358;Include all nodes that are not groups or link label nodes;Include all nodes that are not groups or link label nodes
DocStr23359;Include all nodes that are groups;Include all nodes that are groups
DocStr23360;Include all nodes that are link labels;Include all nodes that are link labels
DocStr23361;Include all kinds of nodes, including groups and link label nodes;Include all kinds of nodes, including groups and link label nodes
DocStr23362;Include all links;Include all links
DocStr23363;Include all parts;Include all parts
DocStr23364;Also require parts to be selectable;Also require parts to be selectable
DocStr23365;Include all selectable parts;Include all selectable parts
DocStr23366;This enumeration is used to control how parts may overlap the given geometry, in calls to {0} and {1};This enumeration is used to control how parts may overlap the given geometry, in calls to {0} and {1}
DocStr23367;To match, a part must be completely inside the given geometry;To match, a part must be completely inside the given geometry
DocStr23368;To match, a part may overlap the given geometry completely or only partly;To match, a part may overlap the given geometry completely or only partly
DocStr23369;This enumeration is used to control which layers are considered, in calls to {0}, {1}, {2}, and {3};This enumeration is used to control which layers are considered, in calls to {0}, {1}, {2}, and {3}
